
10,0.0021
10,0.0011
10,0.0021
10,0.002
10,0.002
10,0.0023
10,0.0012
10,0.0021
10,0.0012
10,0.0012
10,0.0035
10,0.0035
10,0.0034
10000,0.0032
10000,0.0035
10000,0.0051
10000,0.0042
10000,3.3198
1,0.0043
10,0.0053
10,0.0053
10,0.0036
1000,0.186
1000,0.1559
1,0.0054
1,0.0026
1,0.0111
1,0.0027
1,0.0116
10,0.0992
10,0.0236
10,0.027
10,0.0244
10,0.0124
10,0.0247
10,0.0175
10,0.0285
10,0.0155
10,0.0275
10,0.0111
10,0.0106
10,0.051
10,0.028
10,0.05
10,0.05
10,0.05
10,0.049
10,0.05
10,0.029
10,0.029
10,0.051
10,0.0108
10,0.0108
10,0.0104
10,0.0099
10,0.00666
10,0.00764
10,0.00905
10,0.00675
10,0.00537
10,0.00672
10,0.00337
10,0.005954
10,0.004882
10,0.00564
10,0.003888
10,0.0033531
10,0.003786
10,0.0035898
10,0.0032428
10,0.006
10,0.0109
10,0.0108
10,0.0056
10,0.0057
10,0.0065
10,0.0056
10,0.011
10,0.0109
10,0.0108
10,0.011
10,0.0053
10,0.0106
10,0.0106
10,0.0104
10,0.0056
10,0.0054
10,0.0106
10,0.0059
10,0.0093
10,0.0137
10,0.0059
10,0.0107
1,0.0027
10,0.0035
100,0.0954
1000,7.0482
10000,1034.12
1,0.0024
10,0.0035
100,0.0973
1000,7.5106
10000,1190.73
1,0.0046
10,0.0071
100,0.1948
1000,8.0802
10000,1092.55
1,0.0033
10,0.0041
100,0.103
1000,7.6798
10000,1055.79
100000,202203
1,0.0047
10,0.0071
100,0.2088
1000,7.8774
1,0.0021
10,0.0036
100,0.0338
1000,0.8958
10000,6.2984
100000,90.4315
1,0.0022
10,0.0035
100,0.0336
1000,0.4461
10000,6.479
100000,86.0514
1000000,1346.56
1,1.5495
10,0.0056
100,0.0378
1000,0.839
10000,7.1475
100000,118.101
1,0.0021
10,0.0027
100,0.0275
1000,0.5851
10000,5.4255
100000,64.514
1000000,1012.86
1,0.0034
10,0.0045
100,0.0573
1000,0.6206
10000,4.2446
100000,79.302
1,0.0002
10,0.0002
100,0.0002
1000,0.0003
10000,0.0003
100000,0.0004
1000000,0.0004
1,0.0003
10,0.0001
100,0.0002
1000,0.0002
10000,0
100000,0.0006
1000000,0.0003
1,0.0003
10,0.0003
100,0.0003
1000,0.0004
10000,0.0002
100000,0.0003
1000000,0.0002
1,0.0003
10,0
100,0.0002
1000,0.0003
10000,0.0003
1,0.0002
10,0.0001
100,0
1000,0.0001
10000,0.0001
1,0.0001
10,0
100,0
1000,0.0002
10000,0.0003
1,0.0001
10,0.0001
100,0.0001
1000,0.0002
1,0.0001
10,0.0001
100,0.0001
1000,0.0001
10000,0.0002
1,0.0001
10,0.0001
100,0.0001
1000,0.0001
10000,0.0003
100000,0.0005
1000000,0.0005
1,0.0002
10,0.0001
100,0.0002
1000,0.0002
10000,0.0001
100000,0.0003
1000000,0.0004
1,0.0025
10,0.0002
100,0.0003
1000,0.0003
10000,0.0008
100000,0.0005
1000000,0.0031
1,0.0026
10,0.0002
100,0.0001
1000,0.0003
10000,0.0008
100000,0.0008
1000000,0.0008
1,0.0201
10,0.011
100,0.0107
1000,0.012
10000,0.0153
100000,0.009
1000000,0.0187
1,0.0002
10,0
100,0
1,0.0034
10,0.0024
100,0.002
1,0.0124
10,0.0082
100,0.0097
1000,0.0083
10000,0.0084
100000,0.0087
1000000,0.0097
1,0.0034
10,0.0003
100,0.0003
1000,0.0003
10000,0.0008
100000,0.0007
1000000,0.0013
1,0
10,0
100,0
1000,0
10000,0.0001
100000,0.0002
1000000,0
1,0.0001
10,0.0001
100,0.0001
1000,0.0001
10000,0.0001
100000,0
1,0
10,0.0001
100,0
1000,0.0001
10000,0
100000,0.0001
1,0.0001
10,0
100,0.0001
1000,0
10000,0
100000,0.0001
1,0.0002
10,0
100,0
1000,0.0001
10000,0.0002
100000,0.0001
1,0
10,0.0001
100,0.0001
1000,0
10000,0
100000,0
1,0
10,0.0001
100,0
1000,0
10000,0
100000,0.0001
1,0.0001
10,0
100,0.0001
1000,0
10000,0
100000,0.0001
1,0
10,0.0001
100,0
1000,0
10000,0
100000,0.0001
1,0.0156
10,0.0097
100,0.0097
1000,0.01
10000,0.009
100000,0.0068
1000000,0.01
1,0.0002
10,0
100,0.0001
1000,0
10000,0.0001
100000,0
1,0.0084
10,0.0051
100,0.005
1000,0.0051
10000,0.0067
100000,0.0076
1000000,0.009
1,0.0002
10,0
100,0.0002
1000,0.0002
10000,0.0002
100000,0.0007
1000000,0.0003
